FIPSCode,QB1a
5506769175,1
5506778325,0
5506781950,0
5506782825,0
5506786750,0
5506788450,0
5506907500,1
5506909225,0
5506917125,0
5506932650,0
5506932875,0
5506939675,0
5506951250,2
5506951250,2
5506951250,1
5506951250,2
5506951250,0
5506951250,1
5506951250,2
5506951250,0
5506951275,0
5506962950,1
5506968825,0
5506970325,1
5506972100,0
5506972300,1
5506974250,0
5506974725,0
5506980125,0
5506980125,1
5506980125,0
5506980150,0
5506987425,2
5507113237,0
5507113750,0
5507115400,0
5507116950,0
5507122275,0
5507127125,0
5507127275,0
5507128975,0
5507139000,0
5507139525,0
5507140425,0
5507143850,2
5507148500,1
5507148500,0
5507148500,2
5507148500,0
5507148500,0
5507148500,1
5507148500,0
5507148500,0
5507148500,2
5507148500,1
5507148525,0
5507148575,1
5507148875,0
5507149250,0
5507150625,0
5507150625,1
5507153325,0
5507153350,0
5507157200,0
5507166875,0
5507168925,0
5507171025,1
5507172075,2
5507181300,0
5507181325,0
5507181325,0
5507181325,0
5507181325,0
5507181350,1
5507182200,1
5507186775,0
5507300100,0
5507300100,0
5507303550,0
5507306875,1
5507306975,1
5507307000,0
5507307125,0
5507307600,0
5507309650,0
5507309975,0
5507312975,0
5507315425,0
5507316150,0
5507318950,0
5507320450,0
5507320450,0
5507322025,0
5507322425,0
5507322550,0
5507323075,0
5507323100,1
5507324025,0
5507325650,0
5507327150,0
5507327450,0
5507331450,0
5507331800,0
5507332150,0
5507332200,0
5507332900,0
5507333175,0
5507334225,1
5507335500,0
5507336325,0
5507338300,0
5507340150,0
5507340550,1
5507340550,0
5507346975,0
5507348225,1
5507349075,0
5507349100,0
5507349675,0
5507354500,1
5507354500,0
5507354525,0
5507357600,0
5507363500,0
5507366950,0
5507367250,1
5507367325,0
5507367950,1
5507368075,1
5507369725,1
5507369725,0
5507369725,0
5507372150,0
5507375400,1
5507375425,1
5507377150,2
5507377150,2
5507377750,1
5507379350,0
5507381850,0
5507384475,0
5507384475,1
5507384475,0
5507384475,1
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,1
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,2
5507384475,2
5507384475,1
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384475,0
5507384500,2
5507386025,3
5507386025,0
5507386025,0
5507386025,0
5507386050,0
5507387025,0
5507501675,0
5507503525,0
5507505800,0
5507506000,0
5507516250,0
5507517725,0
5507521000,0
5507529775,0
5507531725,1
5507541075,0
5507549300,0
5507549300,0
5507549300,0
5507551537,1
5507557325,0
5507557350,0
5507561775,0
5507562175,0
5507562200,3
5507562200,0
5507562200,0
5507564275,0
5507564750,0
5507564775,0
5507573975,0
5507577000,0
5507577000,0
5507583050,0
5507584525,0
5507584550,0
5507711050,0
5507717900,0
5507720525,0
5507724075,0
5507732775,0
5507750350,0
5507753875,0
5507753900,0
5507754600,1
5507756125,0
5507756150,0
5507757225,0
5507760875,0
5507760900,0
5507760962,0
5507773600,0
5507775925,0
5507785575,0
5507785600,1
5507850975,0
5507850975,0
5507905450,0
5507905450,0
5507905450,1
5507905450,1
5507910375,1
5507910375,1
5507910375,0
5507917975,2
5507917975,3
5507917975,1
5507917975,0
5507917975,0
5507917975,1
5507917975,0
5507927075,1
5507927075,0
5507927300,0
5507927300,1
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,1
5507927300,1
5507927300,0
5507927300,1
5507927300,1
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507927300,1
5507927300,1
5507927300,0
5507927300,0
5507927300,0
5507927300,0
5507929400,4
5507929400,8
5507929400,11
5507929400,18
5507929400,16
5507929400,5
5507929400,9
5507929400,3
5507931125,0
5507931125,1
5507931125,0
5507931125,2
5507931125,0
5507931175,0
5507931175,0
5507931175,3
5507931175,0
5507931175,2
5507931175,0
5507931175,0
5507931175,0
5507931175,1
5507931175,1
5507931175,0
5507931175,0
5507931175,0
5507931175,2
5507931175,1
5507931175,2
5507931175,2
5507931175,0
5507931175,0
5507931175,0
5507931175,1
5507932075,2
5507932075,0
5507932075,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,1
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,3
5507953000,0
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,7
5507953000,0
5507953000,2
5507953000,1
5507953000,1
5507953000,0
5507953000,2
5507953000,7
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,1
5507953000,0
5507953000,3
5507953000,2
5507953000,2
5507953000,2
5507953000,2
5507953000,2
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,2
5507953000,2
5507953000,0
5507953000,0
5507953000,2
5507953000,0
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,2
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,3
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,1
5507953000,1
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507953000,0
5507958800,1
5507958800,3
5507958800,2
5507958800,6
5507958800,1
5507958800,0
5507968325,5
5507970650,0
5507970650,0
5507970650,2
5507973725,4
5507973725,4
5507973725,2
5507975125,0
5507975125,0
5507975125,2
5507975125,1
5507984675,0
5507984675,5
5507984675,2
5507984675,1
5507984675,1
5507984675,0
5507984675,2
5507984675,0
5507984675,1
5507984675,0
5507984675,0
5507984675,4
5507984675,0
5507984675,3
5507984675,1
5507984675,1
5507984675,3
5507984675,0
5507984675,0
5507984675,1
5507984675,0
5507984675,0
5507984675,0
5507984675,0
5507985300,0
5507985300,0
5507985300,1
5507985300,0
5507985300,0
5507985300,0
5507985300,0
5507985300,0
5507985300,3
5507985300,0
5507985300,0
5507985300,0
5507985300,1
5507985300,0
5507985300,0
5507985300,0
5507985300,0
5507985300,0
5507985300,1
5507985300,1
5507985300,0
5507985300,2
5507985300,0
5507985300,0
5507985300,2
5507985875,0
5507985875,0
5507986700,2
5507986700,3
5507986700,1
5507986700,0
5507986700,2
5507986700,3
5507986700,0
5508100475,0
5508102025,3
5508111625,0
5508112950,0
5508115550,0
5508129450,0
5508130325,0
5508131225,2
5508137950,0
5508139150,1
5508140925,1
5508141000,0
5508141000,5
5508143475,0
5508144450,0
5508144975,0
5508150800,0
5508156950,0
5508158575,0
5508158850,0
5508158875,0
5508164425,0
5508167850,0
5508172325,0
5508173150,0
5508175325,2
5508175325,6
5508175325,2
5508175325,0
5508175325,0
5508175350,2
5508180075,10
5508180075,0
5508180075,0
5508180100,0
5508183450,1
5508185125,1
5508185150,1
5508187525,1
5508187550,1
5508189275,0
5508199999,0
5508300175,3
5508304275,0
5508309375,0
5508309425,0
5508314125,1
5508320475,0
5508329050,0
5508329075,0
5508335925,1
5508342075,0
5508343325,1
5508343350,0
5508345175,0
5508345275,0
5508349000,0
5508354200,1
5508354630,2
5508359350,0
5508359375,0
5508359400,1
5508359425,1
5508361900,1
5508365675,0
5508368400,0
5508376450,0
5508377300,0
5508378725,0
5508380325,0
5508381475,0
5508513025,0
5508517625,1
5508524125,0
5508533575,1
5508541887,0
5508545150,0
5508546650,0
5508553225,1
5508553662,0
5508556425,1
5508556425,0
5508557450,1
5508561625,5
5508562600,0
5508562925,0
5508567200,0
5508567200,0
5508567200,0
5508567200,0
5508567200,0
5508567200,0
5508567200,0
5508567200,0
5508572125,3
5508576975,0
5508578075,0
5508579700,2
5508588625,0
5508588950,0
5508702375,0
5508702375,0
5508702375,3
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,6
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,1
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,3
5508702375,0
5508702375,0
5508702375,0
5508702375,2
5508702375,2
5508702375,1
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508702375,0
5508705575,0
5508707725,0
5508707750,0
5508708975,1
5508710750,2
5508713600,0
5508714750,0
5508716500,0
5508718525,1
5508719200,0
5508723425,0
5508727650,3
5508730075,0
5508730075,1
5508730075,2
5508730075,0
5508730075,0
5508730075,0
5508730075,0
5508730075,0
5508731550,1
5508731550,0
5508732790,0
5508735825,0
5508735850,2
5508735950,0
5508738800,0
5508738800,0
5508738800,0
5508738800,1
5508738825,0
5508739650,5
5508743875,0
5508744950,3
5508744950,0
5508744950,1
5508744950,2
5508748250,0
5508748775,0
5508756925,0
5508757375,0
5508760000,2
5508760400,0
5508772725,0
5508772750,0
5508773625,0
5508782400,0
5508789150,0
5508789150,0
5508905450,0
5508906150,0
5508906175,0
5508913375,2
5508913375,1
5508913375,2
5508913375,1
5508913375,0
5508913375,1
5508913375,0
5508913400,0
5508913400,0
5508913400,0
5508913400,0
5508927550,1
5508927575,1
5508930000,0
5508930000,0
5508930000,0
5508930000,0
5508930000,2
5508930000,0
5508930000,1
5508930000,0
5508930000,0
5508930000,0
5508930000,0
5508930000,1
5508930000,0
5508930000,1
5508930025,6
5508930025,4
5508951150,0
5508951150,2
5508951150,6
5508951150,1
5508951150,2
5508951150,4
5508951150,2
5508951150,0
5508951150,0
5508951150,0
5508951150,0
5508951150,2
5508951150,0
5508956450,0
5508964450,0
5508964450,0
5508964450,0
5508964450,0
5508964450,0
5508964450,0
5508964450,0
5508964475,1
5508971700,0
5508971700,0
5508971700,0
5508971725,0
5508979475,1
5508979475,1
5509100800,0
5509121225,1
5509121250,2
5509127175,0
5509144075,0
5509161925,0
5509161950,0
5509177475,1
5509177500,0
5509184025,0
5509184100,0
5509305325,0
5509315575,4
5509320150,0
5509323525,1
5509323550,0
5509323700,0
5509323775,0
5509329150,2
5509333050,0
5509337350,0
5509348175,0
5509348200,0
5509349775,0
5509359025,0
5509363600,0
5509365375,3
5509368275,0
5509368275,0
5509368275,1
5509368275,0
5509368300,0
5509368775,0
5509371150,0
5509376100,1
5509376300,0
5509380550,1
5509380700,2
5509381600,1
5509500950,0
5509501725,1
5509502350,0
5509504475,0
5509504500,0
5509505825,0
5509507700,0
5509508750,0
5509513850,0
5509514837,1
5509515100,0
5509515125,0
5509515250,0
5509515275,0
5509520850,0
5509524450,1
5509525350,0
5509527500,0
5509528350,0
5509528725,0
5509538400,0
5509541900,0
5509544475,1
5509545775,2
5509546200,0
5509546225,0
5509546900,0
5509552075,2
5509552100,0
5509560450,0
5509560475,0
5509570550,1
5509570575,0
5509577050,1
5509581075,0
5509581075,0
5509586350,0
5509700725,0
5509701400,0
5509701425,0
5509701750,0
5509701775,0
5509701800,0
5509706475,0
5509710925,0
5509712725,0
5509719975,0
5509722450,0
5509730350,1
5509730350,0
5509736350,2
5509736350,3
5509736350,0
5509738650,0
5509742225,0
5509744800,0
5509751875,0
5509756000,0
5509756850,0
5509761325,1
5509762825,0
5509763525,0
5509763525,0
5509763525,0
5509763550,0
5509769575,0
5509772850,0
5509777200,2
5509777200,1
5509777200,2
5509777200,0
5509777200,1
5509777200,1
5509777200,1
5509777200,1
5509777200,0
5509777200,1
5509777200,0
5509777200,0
5509777200,0
5509777200,0
5509777200,0
5509777537,0
5509786975,0
5509913175,0
5509913200,2
5509922950,0
5509923200,1
5509923975,0
5509925775,0
5509925775,0
5509926050,0
5509928750,0
5509931925,0
5509932675,0
5509934725,0
5509939175,0
5509939200,0
5509940175,0
5509941150,0
5509959525,2
5509961200,0
5509962450,0
5509965325,0
5509965350,0
5509975525,0
5509989100,0
5510111200,1
5510111200,0
5510111225,0
5510111225,0
5510111225,1
5510111950,1
5510111950,2
5510111950,0
5510111950,0
5510111950,0
5510111950,3
5510111950,1
5510111950,1
5510120625,0
5510123725,0
5510154875,0
5510154875,0
5510154875,1
5510154875,3
5510154875,0
5510154875,0
5510154875,0
5510154875,2
5510157700,0
5510158600,2
5510166000,1
5510166000,0
5510166000,4
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,2
5510166000,1
5510166000,1
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,2
5510166000,3
5510166000,0
5510166000,0
5510166000,0
5510166000,2
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,0
5510166000,1
5510166000,0
5510166000,0
5510166000,0
5510166375,0
5510168550,2
5510177925,1
5510181775,0
5510183825,1
5510183850,0
5510187700,1
5510189575,2
5510300675,0
5510308175,0
5510308600,0
5510310950,0
5510310950,0
5510313300,0
5510319000,0
5510321400,0
5510326475,0
5510333925,0
5510337500,0
5510345575,0
5510349600,0
5510360350,0
5510367575,1
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367625,0
5510367775,0
5510368675,0
5510378825,0
5510382900,0
5510385675,0
5510387250,0
5510389625,0
5510504100,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,1
5510506500,1
5510506500,1
5510506500,1
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506500,0
5510506525,0
5510506525,0
5510506525,0
5510506525,0
5510509175,1
5510509925,0
5510513625,0
5510515625,1
5510515650,0
5510522575,1
5510524550,0
5510526400,1
5510528075,1
5510532700,0
5510532700,0
5510532700,0
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,3
5510537825,0
5510537825,0
5510537825,0
5510537825,5
5510537825,0
5510537825,0
5510537825,2
5510537825,1
5510537825,2
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,1
5510537825,0
5510537825,0
5510537825,0
5510537825,0
5510537825,1
5510537825,1
5510537825,0
5510537825,0
5510537825,0
5510537850,0
5510537850,0
5510538450,0
5510542575,0
5510542575,0
5510544125,0
5510548150,0
5510552200,3
5510552225,0
5510552225,1
5510556325,0
5510560250,0
5510563675,0
5510564225,0
5510568600,1
5510568600,1
5510576325,0
5510581050,1
5510581050,1
5510581650,0
5510703600,1
5510707175,1
5510707225,0
5510710500,0
5510713550,0
5510716775,2
5510720000,0
5510726100,0
5510729475,0
5510730375,0
5510731775,0
5510733275,0
5510733300,0
5510736125,0
5510736925,0
5510740850,0
5510742950,0
5510749625,0
5510755175,2
5510767600,0
5510770275,0
5510773175,0
5510774975,0
5510777775,0
5510777850,0
5510779575,0
5510780225,0
5510780950,0
5510783675,0
5510786450,0
5510787125,0
5510787175,1
5510787450,0
5510904400,3
5510904425,0
5510911775,0
5510918300,0
5510919325,0
5510922400,0
5510923925,0
5510924275,2
5510926525,0
5510929600,0
5510929625,0
5510932325,1
5510932350,1
5510936250,2
5510936250,2
5510936250,0
5510936250,1
5510936250,0
5510936250,1
5510936275,5
5510939825,0
5510957100,1
5510957100,0
5510958050,1
5510963425,0
5510967650,0
5510967650,0
5510968275,2
5510968475,0
5510970200,0
5510970825,1
5510974675,0
5510974700,0
5510975950,0
5510976300,0
5510976675,0
5510976825,0
5510976850,0
5510980800,1
5510983400,1
5510987475,0
5510989025,1
5511104625,2
5511104650,0
5511105600,2
5511113300,0
5511119550,0
5511119675,1
5511124675,0
5511124900,1
5511127350,0
5511127675,0
5511131250,1
5511135625,1
5511137225,0
5511137250,0
5511141300,3
5511142825,0
5511142850,0
5511144225,0
5511145400,0
5511151325,0
5511151350,1
5511158025,0
5511163125,0
5511165100,0
5511165125,0
5511166800,2
5511166800,0
5511166800,1
5511166800,0
5511166825,1
5511168975,0
5511171650,1
5511176025,0
5511176050,0
5511178525,0
5511180825,0
5511183700,0
5511185325,0
5511185625,0
5511187775,0
5511188150,0
5511188150,0
5511188775,0
5511305200,3
5511317225,0
5511317250,0
5511320825,0
5511322625,0
5511324700,0
5511333450,0
5511333475,2
5511336450,0
5511343400,0
5511350300,0
5511351425,0
5511359600,0
5511366050,0
5511366075,0
5511369750,0
5511371500,0
5511375450,0
5511385100,0
5511387975,0
5511388000,0
5511501375,0
5511501975,0
5511502075,0
5511502100,0
5511505000,0
5511506275,0
5511507600,2
5511507625,0
5511508725,0
5511509025,0
5511513325,0
5511522975,0
5511524775,0
5511528825,3
5511530400,2
5511531500,0
5511531675,0
5511533075,0
5511534025,0
5511536700,0
5511543675,0
5511548900,0
5511549400,0
5511550000,0
5511554250,1
5511555675,0
5511561700,1
5511565675,0
5511566750,0
5511567675,0
5511572550,0
5511572925,1
5511572925,0
5511572925,1
5511572925,0
5511572925,0
5511572925,2
5511579825,0
5511583725,0
5511584225,0
5511585275,3
5511588325,1
5511588350,0
5511700450,0
5511712825,0
5511713475,0
5511723275,0
5511729350,0
5511731100,1
5511734050,0
5511735375,3
5511736025,2
5511740275,2
5511744150,0
5511746575,3
5511753375,0
5511754475,0
5511760100,0
5511763700,1
5511763700,0
5511763700,2
5511763700,0
5511763725,3
5511766200,1
5511767150,2
5511770350,0
5511772350,0
5511772975,0
5511772975,0
5511772975,0
5511772975,2
5511772975,1
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,1
5511772975,2
5511772975,0
5511772975,0
5511772975,0
5511772975,1
5511772975,0
5511772975,1
5511772975,0
5511772975,0
5511772975,0
5511772975,1
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511772975,0
5511773000,2
5511773025,0
5511773025,0
5511773025,0
5511773050,3
5511773425,1
5511783100,0
5511787500,1
5511903900,0
5511910400,0
5511914200,0
5511915450,0
5511919225,0
5511926425,0
5511929175,1
5511929837,0
5511931600,0
5511931750,0
5511932300,0
5511935525,0
5511938627,0
5511944900,0
5511946150,0
5511946925,0
5511948925,0
5511950425,1
5511950450,0
5511953550,0
5511962100,0
5511967275,0
5511967300,0
5511969400,0
5511977100,0
5511978950,0
5511985450,0
5512100925,0
5512102500,1
5512102525,0
5512108075,0
5512111325,0
5512111975,0
5512114525,0
5512120300,0
5512123175,0
5512124400,0
5512124425,1
5512128150,0
5512128200,0
5512132050,0
5512136800,0
5512144500,0
5512160575,0
5512162650,0
5512162675,0
5512165500,0
5512177825,0
5512178500,0
5512180475,2
5512180500,0
5512181875,0
5512186725,0
5512306900,0
5512314150,0
5512314675,0
5512315675,0
5512316875,0
5512316900,0
5512319850,0
5512326550,0
5512327400,1
5512328625,0
5512328650,0
5512331625,0
5512332225,0
5512332725,0
5512334825,0
5512334850,1
5512337975,0
5512339475,0
5512340875,0
5512343900,0
5512360075,0
5512366450,0
5512376725,0
5512377075,0
5512377550,0
5512381675,0
5512382900,0
5512382925,0
5512382950,0
5512385050,0
5512385475,0
5512386525,0
5512386900,0
5512502450,3
5512508950,0
5512515850,0
5512516750,0
5512521625,1
5512540687,0
5512542325,0
5512544525,5
5512548462,0
5512562425,0
5512563625,0
5512565425,1
5512570725,0
5512583750,2
5512587600,0
5512708275,0
5512711200,0
5512718825,0
5512718850,0
5512719450,2
5512719475,0
5512722100,0
5512722125,0
5512722125,0
5512722125,3
5512723300,3
5512723300,0
5512726350,0
5512728550,0
5512728675,0
5512740950,0
5512741050,0
5512741450,0
5512741450,1
5512741450,0
5512741450,0
5512744750,0
5512744750,0
5512746725,1
5512755050,0
5512767725,1
5512772875,0
5512772900,0
5512776175,0
5512778100,1
5512780875,1
5512783250,3
5512783275,0
5512786925,0
5512786925,0
5512786925,1
5512786925,0
5512786950,0
5512786950,0
5512787200,1
5512799999,2
5512904950,0
5512905125,1
5512905225,1
5512905875,2
5512907550,0
5512907575,0
5512910150,0
5512912925,0
5512914425,0
5512917850,0
5512924600,1
5512928025,0
5512931825,0
5512945650,0
5512947025,0
5512953250,0
5512953275,0
5512971637,0
5512973200,1
5512975625,0
5512975650,1
5512975800,0
5512977350,0
5512977650,0
5512980450,0
5513100425,1
5513105050,0
5513124225,5
5513125375,1
5513128875,2
5513128875,0
5513128875,1
5513128875,1
5513128900,0
5513133000,0
5513133000,0
5513133000,0
5513133000,0
5513133000,1
5513133025,0
5513137675,0
5513137675,0
5513137700,1
5513139300,1
5513139325,1
5513153000,0
5513156450,1
5513163875,4
5513167475,0
5513167475,0
5513167475,5
5513167475,0
5513167475,2
5513174400,2
5513180575,0
5513180575,4
5513184900,1
5513185350,1
5513185350,1
5513185350,4
5513185350,2
5513185350,0
5513185350,1
5513185350,3
5513185350,1
5513185350,0
5513185375,4
5513307200,0
5513310025,1
5513310025,1
5513310025,2
5513310025,0
5513310025,0
5513310025,0
5513310025,0
5513310025,1
5513310025,3
5513310025,0
5513310025,1
5513310025,0
5513310025,0
5513310025,0
5513310025,0
5513310025,1
5513310025,0
5513310025,1
5513310025,0
5513310025,2
5513310025,0
5513310025,2
5513310025,1
5513310025,1
5513310050,2
5513310050,1
5513310050,1
5513311475,0
5513314225,1
5513319400,3
5513319425,1
5513319425,1
5513319425,0
5513319425,1
5513320550,0
5513321425,0
5513321450,2
5513323575,2
5513323575,2
5513328487,4
5513328487,0
5513328487,1
5513333100,1
5513333100,1
5513340750,0
5513342450,0
5513344850,0
5513344850,0
5513344850,0
5513344850,2
5513351000,1
5513351000,0
5513351000,1
5513351000,0
5513351000,0
5513351000,0
5513351000,0
5513351000,3
5513351000,0
5513351000,1
5513351000,1
5513351000,0
5513351000,3
5513351000,1
5513351000,1
5513351000,0
5513351000,0
5513351000,1
5513351000,1
5513351000,3
5513351000,0
5513351000,0
5513351000,0
5513351375,0
5513351375,0
5513351400,6
5513351400,1
5513353000,0
5513355050,2
5513355075,0
5513355075,0
5513355275,0
5513355275,0
5513355275,5
5513355275,2
5513355275,1
5513355275,1
5513355275,1
5513355550,0
5513356375,0
5513356375,0
5513356375,0
5513356375,0
5513356375,2
5513356375,0
5513356375,0
5513356375,3
5513356375,0
5513356375,0
5513356375,1
5513356375,0
5513356375,0
5513356375,1
5513356375,1
5513356375,0
5513356375,0
5513356375,0
5513356375,0
5513356375,0
5513356375,0
5513356375,0
5513356375,1
5513356375,4
5513356375,0
5513356375,1
5513356375,2
5513358400,0
5513359250,1
5513359250,1
5513359250,4
5513359250,1
5513359275,1
5513359275,0
5513359275,3
5513359275,0
5513359300,0
5513360700,3
5513362240,2
5513362240,1
5513362240,7
5513362250,2
5513362250,3
5513378375,0
5513378375,0
5513378750,1
5513378750,1
5513378750,3
5513378750,0
5513382575,0
5513382575,4
5513383175,0
5513384250,1
5513384250,3
5513384250,0
5513384250,1
5513384250,1
5513384250,0
5513384250,0
5513384250,0
5513384250,1
5513384250,0
5513384250,0
5513384250,0
5513384250,3
5513384250,0
5513384250,1
5513384250,2
5513384250,0
5513384250,0
5513384250,0
5513384250,1
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,1
5513384250,0
5513384250,6
5513384250,0
5513384250,1
5513384250,0
5513384250,1
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384250,0
5513384275,0
5513384275,0
5513384275,3
5513384275,0
5513505625,1
5513507250,0
5513512000,0
5513515725,1
5513519025,0
5513521200,0
5513523850,0
5513525400,0
5513527800,1
5513527850,1
5513532925,0
5513533850,2
5513537025,0
5513537050,1
5513542650,1
5513543075,0
5513544575,0
5513545300,1
5513548350,1
5513549400,0
5513549975,0
5513555025,0
5513555025,0
5513556925,0
5513556925,1
5513556925,0
5513556925,0
5513559475,0
5513569900,0
5513570900,0
5513571975,0
5513572000,2
5513581700,1
5513584375,1
5513584400,0
5513586400,0
5513586425,2
5513589375,0
5513703925,0
5513706925,1
5513708300,0
