FIPSCode,QA3a,QA3b,Registration,,,
5500919775,4222,0,4222,,,
5500922225,1046,0,1046,,,
5500929550,773,0,773,,,
5500931000,19,0,19,,,
5500931000,449,0,449,,,
5500931000,458,0,458,,,
5500931000,556,0,556,,,
5500931000,711,0,711,,,
5500931000,728,0,728,,,
5500931000,825,0,825,,,
5500931000,846,0,846,,,
5500931000,850,0,850,,,
5500931000,852,0,852,,,
5500931000,869,0,869,,,
5500931000,903,0,903,,,
5500931000,907,0,907,,,
5500931000,914,0,914,,,
5500931000,916,0,916,,,
5500931000,933,0,933,,,
5500931000,942,0,942,,,
5500931000,958,0,958,,,
5500931000,974,0,974,,,
5500931000,989,0,989,,,
5500931000,1021,0,1021,,,
5500931000,1045,0,1045,,,
5500931000,1051,0,1051,,,
5500931000,1075,0,1075,,,
5500931000,1081,0,1081,,,
5500931000,1086,0,1086,,,
5500931000,1109,0,1109,,,
5500931000,1127,0,1127,,,
5500931000,1148,0,1148,,,
5500931000,1241,0,1241,,,
5500931000,1339,0,1339,,,
5500931000,1373,0,1373,,,
5500931000,1387,0,1387,,,
5500931000,1430,0,1430,,,
5500931000,1442,0,1442,,,
5500931000,1443,0,1443,,,
5500931000,1458,0,1458,,,
5500931000,1490,0,1490,,,
5500931000,1602,0,1602,,,
5500931000,1606,0,1606,,,
5500931000,1760,0,1760,,,
5500931000,1913,0,1913,,,
5500931000,1955,0,1955,,,
5500931000,2001,0,2001,,,
5500931000,2135,0,2135,,,
5500931000,2147,0,2147,,,
5500931000,2454,0,2454,,,
5500931025,1379,0,1379,,,
5500935150,0,0,0,,,
5500935150,4812,0,4812,,,
5500935325,1047,0,1047,,,
5500935950,566,0,566,,,
5500935950,732,0,732,,,
5500935950,1533,0,1533,,,
5500935950,1610,0,1610,,,
5500935950,1619,0,1619,,,
5500935950,2234,0,2234,,,
5500935950,2396,0,2396,,,
5500935950,3326,0,3326,,,
5500936425,895,0,895,,,
5500942900,3690,0,3690,,,
5500943090,2329,0,2329,,,
5500943090,2613,0,2613,,,
5500954300,1099,0,1099,,,
5500956575,1082,0,1082,,,
5500963075,1833,0,1833,,,
5500965675,1857,0,1857,,,
5500968875,1226,0,1226,,,
5500972200,2605,0,2605,,,
5500977975,3747,0,3747,,,
5500977975,4296,0,4296,,,
5500989150,1629,0,1629,,,
5500989175,1417,0,1417,,,
5501101225,546,0,546,,,
5501101250,218,0,218,,,
5501106675,299,0,299,,,
5501111025,505,0,505,,,
5501111062,660,0,660,,,
5501112500,166,0,166,,,
5501116025,275,0,275,,,
5501117737,239,0,239,,,
5501120575,280,0,280,,,
5501126850,575,0,575,,,
5501129225,283,0,283,,,
5501129375,283,0,283,,,
5501144300,132,0,132,,,
5501150075,202,0,202,,,
5501152175,395,0,395,,,
5501153450,195,0,195,,,
5501153600,1532,0,1532,,,
5501153625,303,0,303,,,
5501153850,189,0,189,,,
5501155450,427,0,427,,,
5501155950,199,0,199,,,
5501155975,374,0,374,,,
5501184325,320,0,320,,,
5501301900,268,0,268,,,
5501308025,132,0,132,,,
5501318750,442,0,442,,,
5501319925,328,0,328,,,
5501330450,797,0,797,,,
5501330475,671,0,671,,,
5501337650,684,0,684,,,
5501340975,364,0,364,,,
5501344325,201,0,201,,,
5501350650,664,0,664,,,
5501359075,642,0,642,,,
5501369325,140,0,140,,,
5501370225,270,0,270,,,
5501371450,335,0,335,,,
5501372225,463,0,463,,,
5501374175,437,0,437,,,
5501374200,619,0,619,,,
5501378775,506,0,506,,,
5501380375,567,0,567,,,
5501381500,233,0,233,,,
5501384975,351,0,351,,,
5501385025,393,0,393,,,
5501385850,220,0,220,,,
5501388900,621,0,621,,,
5501502375,0,0,0,,,
5501502375,113,0,113,,,
5501502375,266,0,266,,,
5501502375,925,0,925,,,
5501502375,1213,0,1213,,,
5501502375,1337,0,1337,,,
5501502375,1398,0,1398,,,
5501502375,1521,0,1521,,,
5501509725,1836,0,1836,,,
5501509750,971,0,971,,,
5501510350,893,0,893,,,
5501514000,522,0,522,,,
5501514475,2160,0,2160,,,
5501514500,712,0,712,,,
5501532790,3024,0,3024,,,
5501532790,3104,0,3104,,,
5501532800,889,0,889,,,
5501534575,667,0,667,,,
5501538800,0,0,0,,,
5501539525,179,0,179,,,
5501550825,1663,0,1663,,,
5501556800,2042,0,2042,,,
5501556825,922,0,922,,,
5501564675,186,0,186,,,
5501566275,514,0,514,,,
5501573525,1985,0,1985,,,
5501577400,477,0,477,,,
5501577425,1097,0,1097,,,
5501589000,586,0,586,,,
5501702175,4,0,4,,,
5501702175,1420,0,1420,,,
5501703075,450,0,450,,,
5501703725,429,0,429,,,
5501707525,355,0,355,,,
5501708225,2166,0,2166,,,
5501708250,627,0,627,,,
5501709075,348,0,348,,,
5501711750,781,0,781,,,
5501714575,0,0,0,,,
5501714575,977,0,977,,,
5501714575,1005,0,1005,,,
5501714575,1019,0,1019,,,
5501714575,1047,0,1047,,,
5501714575,1105,0,1105,,,
5501714575,1151,0,1151,,,
5501714575,1291,0,1291,,,
5501715350,527,0,527,,,
5501716125,487,0,487,,,
5501716800,485,0,485,,,
5501717100,813,0,813,,,
5501719625,557,0,557,,,
5501721600,2203,0,2203,,,
5501722300,0,0,0,,,
5501722300,49,0,49,,,
5501722300,1055,0,1055,,,
5501722750,517,0,517,,,
5501724375,263,0,263,,,
5501729700,10,0,10,,,
5501729700,453,0,453,,,
5501732125,111,0,111,,,
5501736000,494,0,494,,,
5501740900,4094,0,4094,,,
5501741525,3917,0,3917,,,
5501741550,687,0,687,,,
5501756350,278,0,278,,,
5501769975,289,0,289,,,
5501771275,555,0,555,,,
5501773875,565,0,565,,,
5501776625,1134,0,1134,,,
5501779875,980,0,980,,,
5501786537,1826,0,1826,,,
5501788875,622,0,622,,,
5501900100,844,0,844,,,
5501905750,324,0,324,,,
5501911425,52,0,52,,,
5501916150,647,0,647,,,
5501916175,333,0,333,,,
5501918125,71,0,71,,,
5501920025,244,0,244,,,
5501920450,391,0,391,,,
5501922250,284,0,284,,,
5501926775,87,0,87,,,
5501927775,634,0,634,,,
5501930275,445,0,445,,,
5501930425,214,0,214,,,
5501931275,296,0,296,,,
5501931575,647,0,647,,,
5501933900,268,0,268,,,
5501934200,199,0,199,,,
5501935050,285,0,285,,,
5501935125,301,0,301,,,
5501943700,304,0,304,,,
5501945700,282,0,282,,,
5501946075,743,0,743,,,
5501946100,331,0,331,,,
5501946625,332,0,332,,,
5501950175,429,0,429,,,
5501950275,175,0,175,,,
5501951125,324,0,324,,,
5501955800,183,0,183,,,
5501955800,223,0,223,,,
5501955800,257,0,257,,,
5501955800,364,0,364,,,
5501955800,381,0,381,,,
5501960825,518,0,518,,,
5501963000,965,0,965,,,
5501967025,232,0,232,,,
5501972450,134,0,134,,,
5501973350,428,0,428,,,
5501973550,162,0,162,,,
5501976625,2,0,2,,,
5501979625,999,0,999,,,
5501979650,381,0,381,,,
5501981825,376,0,376,,,
5501981850,83,0,83,,,
5501983350,314,0,314,,,
5501983575,185,0,185,,,
5501985925,386,0,386,,,
5501988275,283,0,283,,,
5501988300,381,0,381,,,
5501989125,275,0,275,,,
5501989425,439,0,439,,,
5502102800,564,0,564,,,
5502102825,563,0,563,,,
5502111900,999,0,999,,,
5502112200,463,0,463,,,
5502116450,0,0,0,,,
5502116450,3435,0,3435,,,
5502116475,446,0,446,,,
5502117325,293,0,293,,,
5502119375,1703,0,1703,,,
5502120775,170,0,170,,,
5502125150,1000,0,1000,,,
5502126725,635,0,635,,,
5502126875,617,0,617,,,
5502128000,202,0,202,,,
5502132375,403,0,403,,,
5502143125,577,0,577,,,
5502143775,805,0,805,,,
5502145350,1818,0,1818,,,
5502145375,2352,0,2352,,,
5502146050,729,0,729,,,
5502149150,639,0,639,,,
5502157025,464,0,464,,,
5502160687,461,0,461,,,
5502160925,1891,0,1891,,,
5502161100,1359,0,1359,,,
5502164100,1718,0,1718,,,
5502164100,1729,0,1729,,,
5502164100,1786,0,1786,,,
5502164900,1588,0,1588,,,
5502166150,291,0,291,,,
5502166175,495,0,495,,,
5502168100,673,0,673,,,
5502172250,431,0,431,,,
5502176225,353,0,353,,,
5502186100,1461,0,1461,,,
5502188150,1425,0,1425,,,
5502189300,429,0,429,,,
5502189325,1120,0,1120,,,
5502306225,60,0,60,,,
5502309550,716,0,716,,,
5502315075,571,0,571,,,
5502319850,63,0,63,,,
5502321900,224,0,224,,,
5502321925,468,0,468,,,
5502325725,134,0,134,,,
5502327700,457,0,457,,,
5502328450,332,0,332,,,
5502332500,204,0,204,,,
5502346675,89,0,89,,,
5502349275,316,0,316,,,
5502354900,109,0,109,,,
5502365050,453,0,453,,,
5502365050,477,0,477,,,
5502365050,501,0,501,,,
5502365050,528,0,528,,,
5502365050,533,0,533,,,
5502365050,580,0,580,,,
5502365075,561,0,561,,,
5502372275,313,0,313,,,
5502372500,564,0,564,,,
5502374550,321,0,321,,,
5502377175,78,0,78,,,
5502382100,412,0,412,,,
5502384725,361,0,361,,,
5502384750,263,0,263,,,
5502500875,1333,0,1333,,,
5502506300,1266,0,1266,,,
5502507025,876,0,876,,,
5502507800,996,0,996,,,
5502507825,402,0,402,,,
5502508350,1358,0,1358,,,
5502508475,620,0,620,,,
5502508500,670,0,670,,,
5502509775,2726,0,2726,,,
5502510075,643,0,643,,,
5502511150,2301,0,2301,,,
5502512225,1016,0,1016,,,
5502514650,881,0,881,,,
5502517175,4447,0,4447,,,
5502517200,1067,0,1067,,,
5502517200,1785,0,1785,,,
5502517775,2715,0,2715,,,
5502517800,0,0,0,,,
5502517800,1126,0,1126,,,
5502518700,675,0,675,,,
5502518725,624,0,624,,,
5502519250,1556,0,1556,,,
5502519275,1090,0,1090,,,
5502519350,0,0,0,,,
5502519350,0,0,0,,,
5502519350,494,0,494,,,
5502519350,604,0,604,,,
5502519350,2309,0,2309,,,
5502519350,2656,0,2656,,,
5502521100,502,0,502,,,
5502521100,943,0,943,,,
5502521125,3854,0,3854,,,
5502522575,60,0,60,,,
5502525950,897,0,897,,,
5502525950,1383,0,1383,,,
5502525950,2895,0,2895,,,
5502525950,3090,0,3090,,,
5502525950,3369,0,3369,,,
5502525950,5352,0,5352,,,
5502546850,5907,0,5907,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,0,0,0,,,
5502548000,1,0,1,,,
5502548000,2,0,2,,,
5502548000,3,0,3,,,
5502548000,21,0,21,,,
5502548000,211,0,211,,,
5502548000,219,0,219,,,
5502548000,459,0,459,,,
5502548000,546,0,546,,,
5502548000,557,0,557,,,
5502548000,607,0,607,,,
5502548000,651,0,651,,,
5502548000,652,0,652,,,
5502548000,789,0,789,,,
5502548000,808,0,808,,,
5502548000,820,0,820,,,
5502548000,848,0,848,,,
5502548000,863,0,863,,,
5502548000,867,0,867,,,
5502548000,871,0,871,,,
5502548000,891,0,891,,,
5502548000,906,0,906,,,
5502548000,925,0,925,,,
5502548000,936,0,936,,,
5502548000,950,0,950,,,
5502548000,951,0,951,,,
5502548000,977,0,977,,,
5502548000,987,0,987,,,
5502548000,1003,0,1003,,,
5502548000,1051,0,1051,,,
5502548000,1064,0,1064,,,
5502548000,1069,0,1069,,,
5502548000,1081,0,1081,,,
5502548000,1098,0,1098,,,
5502548000,1115,0,1115,,,
5502548000,1117,0,1117,,,
5502548000,1165,0,1165,,,
5502548000,1235,0,1235,,,
5502548000,1254,0,1254,,,
5502548000,1259,0,1259,,,
5502548000,1262,0,1262,,,
5502548000,1266,0,1266,,,
5502548000,1266,0,1266,,,
5502548000,1323,0,1323,,,
5502548000,1329,0,1329,,,
5502548000,1346,0,1346,,,
5502548000,1359,0,1359,,,
5502548000,1398,0,1398,,,
5502548000,1446,0,1446,,,
5502548000,1454,0,1454,,,
5502548000,1460,0,1460,,,
5502548000,1473,0,1473,,,
5502548000,1495,0,1495,,,
5502548000,1511,0,1511,,,
5502548000,1565,0,1565,,,
5502548000,1594,0,1594,,,
5502548000,1678,0,1678,,,
5502548000,1688,0,1688,,,
5502548000,1696,0,1696,,,
5502548000,1701,0,1701,,,
5502548000,1705,0,1705,,,
5502548000,1710,0,1710,,,
5502548000,1751,0,1751,,,
5502548000,1809,0,1809,,,
5502548000,1811,0,1811,,,
5502548000,1844,0,1844,,,
5502548000,1856,0,1856,,,
5502548000,1879,0,1879,,,
5502548000,1884,0,1884,,,
5502548000,1941,0,1941,,,
5502548000,2028,0,2028,,,
5502548000,2036,0,2036,,,
5502548000,2074,0,2074,,,
5502548000,2080,0,2080,,,
5502548000,2090,0,2090,,,
5502548000,2097,0,2097,,,
5502548000,2100,0,2100,,,
5502548000,2186,0,2186,,,
5502548000,2198,0,2198,,,
5502548000,2211,0,2211,,,
5502548000,2239,0,2239,,,
5502548000,2264,0,2264,,,
5502548000,2269,0,2269,,,
5502548000,2276,0,2276,,,
5502548000,2301,0,2301,,,
5502548000,2338,0,2338,,,
5502548000,2353,0,2353,,,
5502548000,2354,0,2354,,,
5502548000,2384,0,2384,,,
5502548000,2384,0,2384,,,
5502548000,2453,0,2453,,,
5502548000,2522,0,2522,,,
5502548000,2542,0,2542,,,
5502548000,2570,0,2570,,,
5502548000,2647,0,2647,,,
5502548000,2742,0,2742,,,
5502548000,2844,0,2844,,,
5502548000,2900,0,2900,,,
5502548000,2916,0,2916,,,
5502548000,3059,0,3059,,,
5502548000,3066,0,3066,,,
5502548000,3140,0,3140,,,
5502548000,3152,0,3152,,,
5502548000,3159,0,3159,,,
5502548000,3209,0,3209,,,
5502548000,3416,0,3416,,,
5502548000,3510,0,3510,,,
5502548000,3583,0,3583,,,
5502548000,3660,0,3660,,,
5502548000,3676,0,3676,,,
5502548000,3862,0,3862,,,
5502548000,3965,0,3965,,,
5502548000,3975,0,3975,,,
5502548000,4212,0,4212,,,
5502548000,4865,0,4865,,,
5502548025,566,0,566,,,
5502548025,2960,0,2960,,,
5502548750,1190,0,1190,,,
5502549575,2607,0,2607,,,
5502550225,1212,0,1212,,,
5502550250,802,0,802,,,
5502550475,910,0,910,,,
5502551575,0,0,0,,,
5502551575,4036,0,4036,,,
5502551575,4953,0,4953,,,
5502551575,5547,0,5547,,,
5502551600,4642,0,4642,,,
5502553675,3147,0,3147,,,
5502553675,3418,0,3418,,,
5502554100,813,0,813,,,
5502554725,2413,0,2413,,,
5502554725,2527,0,2527,,,
5502560200,6661,0,6661,,,
5502560200,6695,0,6695,,,
5502560200,6755,0,6755,,,
5502560225,2459,0,2459,,,
5502562050,575,0,575,,,
5502563375,2438,0,2438,,,
5502565575,518,0,518,,,
5502568725,142,0,142,,,
5502569850,1226,0,1226,,,
5502570400,1490,0,1490,,,
5502573750,1573,0,1573,,,
5502575850,1450,0,1450,,,
5502575875,1934,0,1934,,,
5502577675,4,0,4,,,
5502577675,2209,0,2209,,,
5502577675,2250,0,2250,,,
5502577675,2270,0,2270,,,
5502577675,2317,0,2317,,,
5502578600,0,0,0,,,
5502578600,5000,0,5000,,,
5502578600,5001,0,5001,,,
5502578600,5120,0,5120,,,
5502578600,5156,0,5156,,,
5502578625,1588,0,1588,,,
5502582525,62026,0,62026,,,
5502582600,1436,0,1436,,,
5502582600,2654,0,2654,,,
5502582600,4412,0,4412,,,
5502582625,532,0,532,,,
5502582625,1065,0,1065,,,
5502582750,1073,0,1073,,,
5502584350,4310,0,4310,,,
5502584350,4355,0,4355,,,
5502586125,3222,0,3222,,,
5502587750,521,0,521,,,
5502587750,1511,0,1511,,,
5502587750,2714,0,2714,,,
5502589450,471,0,471,,,
5502703200,1829,0,1829,,,
5502705900,1046,0,1046,,,
5502705900,1118,0,1118,,,
5502705900,1371,0,1371,,,
5502705900,1652,0,1652,,,
5502705900,1858,0,1858,,,
5502705900,1927,0,1927,,,
5502705925,1084,0,1084,,,
5502705925,1429,0,1429,,,
5502710450,380,0,380,,,
5502711275,636,0,636,,,
5502711850,615,0,615,,,
5502714300,449,0,449,,,
5502715900,241,0,241,,,
5502715925,527,0,527,,,
5502716450,0,0,0,,,
5502723000,706,0,706,,,
5502724000,910,0,910,,,
5502727000,983,0,983,,,
5502727025,600,0,600,,,
5502733000,0,0,0,,,
5502734000,838,0,838,,,
5502735750,2227,0,2227,,,
5502736100,0,0,0,,,
5502736100,1222,0,1222,,,
5502736625,756,0,756,,,
5502736650,975,0,975,,,
5502737150,619,0,619,,,
5502738675,1256,0,1256,,,
5502738900,113,0,113,,,
5502743050,1114,0,1114,,,
5502743650,642,0,642,,,
5502745475,1522,0,1522,,,
5502745500,3,0,3,,,
5502745500,747,0,747,,,
5502745950,202,0,202,,,
5502745975,330,0,330,,,
5502745975,390,0,390,,,
5502750200,3243,0,3243,,,
5502756075,389,0,389,,,
5502759000,0,0,0,,,
5502759000,683,0,683,,,
5502764375,694,0,694,,,
5502766150,764,0,764,,,
5502766900,408,0,408,,,
5502769962,1564,0,1564,,,
5502773575,21,0,21,,,
5502779375,840,0,840,,,
5502779425,300,0,300,,,
5502779425,430,0,430,,,
5502780525,870,0,870,,,
5502783975,420,0,420,,,
5502783975,1439,0,1439,,,
5502783975,1480,0,1480,,,
5502783975,1579,0,1579,,,
5502784425,2983,0,2983,,,
5502785650,0,0,0,,,
5502785650,14,0,14,,,
5502785650,877,0,877,,,
5502787225,521,0,521,,,
5502904325,934,0,934,,,
5502910700,704,0,704,,,
5502915025,289,0,289,,,
5502922850,240,0,240,,,
5502922875,1041,0,1041,,,
5502924150,299,0,299,,,
5502926625,308,0,308,,,
5502926650,695,0,695,,,
5502928300,893,0,893,,,
5502928950,938,0,938,,,
5502937750,634,0,634,,,
5502943925,1685,0,1685,,,
5502955500,1441,0,1441,,,
5502972600,2134,0,2134,,,
5502974225,731,0,731,,,
5502977875,1602,0,1602,,,
5502977875,1627,0,1627,,,
5502977875,2596,0,2596,,,
5502977900,587,0,587,,,
5502981525,712,0,712,,,
5502983600,685,0,685,,,
5503101825,766,0,766,,,
5503106775,416,0,416,,,
5503110575,466,0,466,,,
5503115825,165,0,165,,,
5503118425,135,0,135,,,
5503129925,541,0,541,,,
5503133350,733,0,733,,,
5503134425,225,0,225,,,
5503141725,897,0,897,,,
5503141800,466,0,466,,,
5503148725,470,0,470,,,
5503159100,786,0,786,,,
5503159800,296,0,296,,,
5503161250,810,0,810,,,
5503163975,430,0,430,,,
5503174575,454,0,454,,,
5503174600,689,0,689,,,
5503178275,733,0,733,,,
5503178650,2378,0,2378,,,
5503178650,3211,0,3211,,,
5503178650,3273,0,3273,,,
5503178650,3308,0,3308,,,
5503178650,3320,0,3320,,,
5503178660,471,0,471,,,
5503178675,1525,0,1525,,,
5503183512,618,0,618,,,
5503309050,573,0,573,,,
5503316275,648,0,648,,,
5503316300,705,0,705,,,
5503320675,125,0,125,,,
5503321150,906,0,906,,,
5503322375,523,0,523,,,
5503323325,473,0,473,,,
5503323350,1049,0,1049,,,
5503330300,278,0,278,,,
5503333400,359,0,359,,,
5503339975,271,0,271,,,
5503346175,492,0,492,,,
5503351025,825,0,825,,,
5503351025,1642,0,1642,,,
5503351025,1746,0,1746,,,
5503351025,1850,0,1850,,,
5503351025,1858,0,1858,,,
5503351025,1907,0,1907,,,
5503351050,2088,0,2088,,,
5503356775,397,0,397,,,
5503360725,299,0,299,,,
5503362125,129,0,129,,,
5503366550,1453,0,1453,,,
5503367800,117,0,117,,,
5503368700,471,0,471,,,
5503371425,348,0,348,,,
5503373300,286,0,286,,,
5503373375,581,0,581,,,
5503375750,1041,0,1041,,,
5503376650,480,0,480,,,
5503378975,1695,0,1695,,,
5503379775,405,0,405,,,
5503385975,354,0,354,,,
5503386575,177,0,177,,,
5503387375,292,0,292,,,
5503501550,4431,0,4431,,,
5503503825,782,0,782,,,
5503509500,682,0,682,,,
5503510625,1199,0,1199,,,
5503515200,504,0,504,,,
5503520800,502,0,502,,,
5503522300,0,0,0,,,
5503522300,0,0,0,,,
5503522300,0,0,0,,,
5503522300,0,0,0,,,
5503522300,0,0,0,,,
5503522300,0,0,0,,,
5503522300,1,0,1,,,
5503522300,1,0,1,,,
5503522300,1,0,1,,,
5503522300,2,0,2,,,
5503522300,4,0,4,,,
5503522300,5,0,5,,,
5503522300,81,0,81,,,
5503522300,176,0,176,,,
5503522300,307,0,307,,,
5503522300,351,0,351,,,
5503522300,354,0,354,,,
5503522300,370,0,370,,,
5503522300,375,0,375,,,
5503522300,396,0,396,,,
5503522300,444,0,444,,,
5503522300,448,0,448,,,
5503522300,463,0,463,,,
5503522300,463,0,463,,,
5503522300,481,0,481,,,
5503522300,501,0,501,,,
5503522300,503,0,503,,,
5503522300,504,0,504,,,
5503522300,533,0,533,,,
5503522300,550,0,550,,,
5503522300,610,0,610,,,
5503522300,632,0,632,,,
5503522300,672,0,672,,,
5503522300,755,0,755,,,
5503522300,798,0,798,,,
5503522300,921,0,921,,,
5503522300,929,0,929,,,
5503522300,1017,0,1017,,,
5503522300,1061,0,1061,,,
5503522300,1160,0,1160,,,
5503522300,1160,0,1160,,,
5503522300,1179,0,1179,,,
5503522300,1193,0,1193,,,
5503522300,1232,0,1232,,,
5503522300,1242,0,1242,,,
5503522300,1285,0,1285,,,
5503522300,1390,0,1390,,,
5503522300,1414,0,1414,,,
5503522300,1416,0,1416,,,
5503522300,1438,0,1438,,,
5503522300,1504,0,1504,,,
5503522300,1534,0,1534,,,
5503522300,1551,0,1551,,,
5503522300,1653,0,1653,,,
5503522300,1671,0,1671,,,
5503522300,1909,0,1909,,,
5503522300,2382,0,2382,,,
5503522300,3370,0,3370,,,
5503524825,261,0,261,,,
5503524850,174,0,174,,,
5503525125,988,0,988,,,
5503544350,707,0,707,,,
5503546275,677,0,677,,,
5503560750,295,0,295,,,
5503563400,2409,0,2409,,,
5503572675,2223,0,2223,,,
5503581550,1698,0,1698,,,
5503583612,5077,0,5077,,,
5503587400,246,0,246,,,
5503703875,619,0,619,,,
5503716550,276,0,276,,,
5503725575,146,0,146,,,
5503725675,132,0,132,,,
5503726200,1410,0,1410,,,
5503735600,265,0,265,,,
5503745625,126,0,126,,,
5503779975,112,0,112,,,
5503901525,719,0,719,,,
5503903150,1180,0,1180,,,
5503903750,1653,0,1653,,,
5503909300,574,0,574,,,
5503911600,1187,0,1187,,,
5503912075,404,0,404,,,
5503912075,585,0,585,,,
5503912325,1186,0,1186,,,
5503922475,505,0,505,,,
5503922500,720,0,720,,,
5503923150,960,0,960,,,
5503924050,2053,0,2053,,,
5503925075,214,0,214,,,
5503926275,0,0,0,,,
5503926275,0,0,0,,,
5503926275,2,0,2,,,
5503926275,74,0,74,,,
5503926275,245,0,245,,,
5503926275,674,0,674,,,
5503926275,752,0,752,,,
5503926275,787,0,787,,,
5503926275,860,0,860,,,
5503926275,862,0,862,,,
5503926275,868,0,868,,,
5503926275,871,0,871,,,
5503926275,946,0,946,,,
5503926275,965,0,965,,,
5503926275,1029,0,1029,,,
5503926275,1077,0,1077,,,
5503926275,1148,0,1148,,,
5503926275,1153,0,1153,,,
5503926275,1181,0,1181,,,
5503926275,1185,0,1185,,,
5503926275,1202,0,1202,,,
5503926275,1255,0,1255,,,
5503926275,1273,0,1273,,,
5503926275,1281,0,1281,,,
5503926275,1296,0,1296,,,
5503926275,1311,0,1311,,,
5503926275,1503,0,1503,,,
5503926300,0,0,0,,,
5503926300,2250,0,2250,,,
5503926450,765,0,765,,,
5503927975,1680,0,1680,,,
5503939300,0,0,0,,,
5503942125,1203,0,1203,,,
5503949650,759,0,759,,,
5503951450,468,0,468,,,
5503954650,353,0,353,,,
5503958000,2906,0,2906,,,
5503958900,769,0,769,,,
5503958925,471,0,471,,,
5503960425,1338,0,1338,,,
5503968175,1050,0,1050,,,
5503968175,1133,0,1133,,,
5503968175,1241,0,1241,,,
5503968175,1302,0,1302,,,
5503968200,942,0,942,,,
5503969525,682,0,682,,,
5503969550,468,0,468,,,
5503970500,351,0,351,,,
5503976250,454,0,454,,,
5503979125,3192,0,3192,,,
5503984425,0,0,0,,,
5503984425,2219,0,2219,,,
5503984450,984,0,984,,,
5504101625,129,0,129,,,
5504102625,363,0,363,,,
