FIPSCode,QA3a,QA3b,Registration,,,
4800100000,23830,3108,26938,,,
4800300000,7634,887,8521,,,
4800500000,44073,5789,49862,,,
4800700000,13807,2011,15818,,,
4800900000,5775,523,6298,,,
4801100000,1330,5,1335,,,
4801300000,22324,2251,24575,,,
4801500000,17130,1432,18562,,,
4801700000,3298,227,3525,,,
4801900000,13091,882,13973,,,
4802100000,36829,5676,42505,,,
4802300000,2188,324,2512,,,
4802500000,14321,795,15116,,,
4802700000,135771,33106,168877,,,
4802900000,826592,132846,959438,,,
4803100000,6721,387,7108,,,
4803300000,440,0,440,,,
4803500000,10406,1418,11824,,,
4803700000,49576,7683,57259,,,
4803900000,165368,18120,183488,,,
4804100000,76708,16532,93240,,,
4804300000,6005,1027,7032,,,
4804500000,1019,114,1133,,,
4804700000,5599,793,6392,,,
4804900000,19792,2952,22744,,,
4805100000,9999,945,10944,,,
4805300000,24762,2628,27390,,,
4805500000,19667,1508,21175,,,
4805700000,11543,1158,12701,,,
4805900000,8023,815,8838,,,
4806100000,167177,19386,186563,,,
4806300000,6364,854,7218,,,
4806500000,3870,382,4252,,,
4806700000,17466,1833,19299,,,
4806900000,3562,403,3965,,,
4807100000,22541,2177,24718,,,
4807300000,24076,2868,26944,,,
4807500000,3239,169,3408,,,
4807700000,6667,464,7131,,,
4807900000,1644,128,1772,,,
4808100000,1968,154,2122,,,
4808300000,5263,639,5902,,,
4808500000,431883,53523,485406,,,
4808700000,1714,177,1891,,,
4808900000,11262,1070,12332,,,
4809100000,74235,7902,82137,,,
4809300000,8531,65,8596,,,
4809500000,1455,100,1555,,,
4809700000,21458,2523,23981,,,
4809900000,30061,4821,34882,,,
4810100000,1042,48,1090,,,
4810300000,2305,214,2519,,,
4810500000,2373,162,2535,,,
4810700000,3219,379,3598,,,
4810900000,1554,205,1759,,,
4811100000,2581,509,3090,,,
4811300000,1043797,160688,1204485,,,
4811500000,6768,631,7399,,,
4811700000,7437,1002,8439,,,
4811900000,3436,139,3575,,,
4812100000,347694,59346,407040,,,
4812300000,10744,1183,11927,,,
4812500000,1318,1,1319,,,
4812700000,6657,644,7301,,,
4812900000,2125,285,2410,,,
4813100000,7852,529,8381,,,
4813300000,9577,783,10360,,,
4813500000,60779,7701,68480,,,
4813700000,1321,183,1504,,,
4813900000,83153,9975,93128,,,
4814100000,350375,54205,404580,,,
4814300000,17732,2724,20456,,,
4814500000,9240,614,9854,,,
4814700000,17662,2,17664,,,
4814900000,14878,972,15850,,,
4815100000,2619,150,2769,,,
4815300000,3675,404,4079,,,
4815500000,840,76,916,,,
4815700000,325729,37418,363147,,,
4815900000,5821,836,6657,,,
4816100000,10298,733,11031,,,
4816300000,9354,615,9969,,,
4816500000,7497,581,8078,,,
4816700000,166777,25184,191961,,,
4816900000,2560,175,2735,,,
4817100000,16261,1913,18174,,,
4817300000,707,49,756,,,
4817500000,5070,456,5526,,,
4817700000,11362,745,12107,,,
4817900000,11194,1800,12994,,,
4818100000,65695,9046,74741,,,
4818300000,58726,9178,67904,,,
4818500000,13223,2052,15275,,,
4818700000,75106,8970,84076,,,
4818900000,16685,2656,19341,,,
4819100000,1811,225,2036,,,
4819300000,4907,474,5381,,,
4819500000,2786,286,3072,,,
4819700000,2256,309,2565,,,
4819900000,34375,1622,35997,,,
4820100000,1835538,227254,2062792,,,
4820300000,38932,2834,41766,,,
4820500000,2499,356,2855,,,
4820700000,2975,527,3502,,,
4820900000,88348,18233,106581,,,
4821100000,2269,13,2282,,,
4821300000,43140,6106,49246,,,
4821500000,284348,37216,321564,,,
4821700000,9007,13082,22089,,,
4821900000,11984,1533,13517,,,
4822100000,31632,4267,35899,,,
4822300000,19174,2301,21475,,,
4822500000,11253,1662,12915,,,
4822700000,14730,2055,16785,,,
4822900000,1567,158,1725,,,
4823100000,43326,5797,49123,,,
4823300000,11961,1471,13432,,,
4823500000,1170,143,1313,,,
4823700000,4301,494,4795,,,
4823900000,7987,361,8348,,,
4824100000,19429,2902,22331,,,
4824300000,1522,162,1684,,,
4824500000,130364,15534,145898,,,
4824700000,3601,252,3853,,,
4824900000,23536,2059,25595,,,
4825100000,75754,8323,84077,,,
4825300000,8746,1141,9887,,,
4825500000,7108,711,7819,,,
4825700000,54594,6986,61580,,,
4825900000,24066,2652,26718,,,
4826100000,250,96,346,,,
4826300000,569,41,610,,,
4826500000,29335,3316,32651,,,
4826700000,2576,183,2759,,,
4826900000,171,15,186,,,
4827100000,2054,236,2290,,,
4827300000,15311,2079,17390,,,
4827500000,2281,93,2374,,,
4827700000,26355,3336,29691,,,
4827900000,7813,500,8313,,,
4828100000,11343,909,12252,,,
4828300000,3671,423,4094,,,
4828500000,12122,566,12688,,,
4828700000,9031,850,9881,,,
4828900000,9880,1006,10886,,,
4829100000,36544,5721,42265,,,
4829300000,11987,1430,13417,,,
4829500000,1805,175,1980,,,
4829700000,6196,929,7125,,,
4829900000,13033,872,13905,,,
4830100000,98,24,122,,,
4830300000,130690,26364,157054,,,
4830500000,3573,294,3867,,,
4830700000,4618,604,5222,,,
4830900000,110368,12593,122961,,,
4831100000,646,49,695,,,
4831300000,6152,791,6943,,,
4831500000,6297,722,7019,,,
4831700000,2862,222,3084,,,
4831900000,2622,132,2754,,,
4832100000,18680,2296,20976,,,
4832300000,25309,2635,27944,,,
4832500000,25578,2828,28406,,,
4832700000,1389,146,1535,,,
4832900000,64870,10172,75042,,,
4833100000,12656,1755,14411,,,
4833300000,3096,272,3368,,,
4833500000,4143,421,4564,,,
4833700000,11622,1308,12930,,,
4833900000,247061,34544,281605,,,
4834100000,8237,1099,9336,,,
4834300000,7611,922,8533,,,
4834500000,768,23,791,,,
4834700000,27648,3093,30741,,,
4834900000,24021,3336,27357,,,
4835100000,8098,788,8886,,,
4835300000,7688,866,8554,,,
4835500000,165597,24582,190179,,,
4835700000,4656,315,4971,,,
4835900000,1212,133,1345,,,
4836100000,46307,4221,50528,,,
4836300000,15002,2044,17046,,,
4836500000,14298,1465,15763,,,
4836700000,70836,8279,79115,,,
4836900000,4149,238,4387,,,
4837100000,7276,870,8146,,,
4837300000,31947,5202,37149,,,
4837500000,45330,7463,52793,,,
4837700000,4214,1074,5288,,,
4837900000,6060,768,6828,,,
4838100000,71367,8805,80172,,,
4838300000,1610,165,1775,,,
4838500000,2215,222,2437,,,
4838700000,7315,612,7927,,,
4838900000,6217,337,6554,,,
4839100000,4636,406,5042,,,
4839300000,664,14,678,,,
4839500000,10355,1011,11366,,,
4839700000,46934,4853,51787,,,
4839900000,6034,255,6289,,,
4840100000,26849,3477,30326,,,
4840300000,6673,457,7130,,,
4840500000,5585,545,6130,,,
4840700000,15766,872,16638,,,
4840900000,34451,5490,39941,,,
4841100000,3649,68,3717,,,
4841300000,1682,146,1828,,,
4841500000,8309,1072,9381,,,
4841700000,1963,190,2153,,,
4841900000,13313,1260,14573,,,
4842100000,1360,162,1522,,,
4842300000,116244,10815,127059,,,
4842500000,5365,444,5809,,,
4842700000,28112,2086,30198,,,
4842900000,4952,636,5588,,,
4843100000,811,19,830,,,
4843300000,1011,0,1011,,,
4843500000,2170,324,2494,,,
4843700000,3669,444,4113,,,
4843900000,861699,138727,1000426,,,
4844100000,62940,12803,75743,,,
4844300000,700,123,823,,,
4844500000,6083,1098,7181,,,
4844700000,1154,63,1217,,,
4844900000,14201,1780,15981,,,
4845100000,52639,9120,61759,,,
4845300000,551023,106299,657322,,,
4845500000,10856,191,11047,,,
4845700000,12072,1070,13142,,,
4845900000,23744,2651,26395,,,
4846100000,2062,127,2189,,,
4846300000,14786,1492,16278,,,
4846500000,22659,3778,26437,,,
4846700000,30859,3666,34525,,,
4846900000,47342,4566,51908,,,
4847100000,25992,4168,30160,,,
4847300000,25756,4115,29871,,,
4847500000,5634,684,6318,,,
4847700000,20265,1977,22242,,,
4847900000,106813,8861,115674,,,
4848100000,22099,2564,24663,,,
4848300000,3076,371,3447,,,
4848500000,64024,5264,69288,,,
4848700000,7227,719,7946,,,
4848900000,11476,2,11478,,,
4849100000,235455,36157,271612,,,
4849300000,26546,2301,28847,,,
4849500000,3312,379,3691,,,
4849700000,32271,4050,36321,,,
4849900000,25949,1702,27651,,,
4850100000,3653,316,3969,,,
4850300000,10544,1115,11659,,,
4850500000,6797,323,7120,,,
4850700000,7779,942,8721,,,
4900100000,2986,557,3543,,,
4900300000,25391,3339,28730,,,
4900500000,50198,13606,63804,,,
4900700000,9768,1681,11449,,,
4900900000,680,170,850,,,
4901100000,136044,29665,165709,,,
4901300000,7729,887,8616,,,
4901500000,5803,1148,6951,,,
4901700000,2709,153,2862,,,
4901900000,4816,2035,6851,,,
4902100000,20997,4023,25020,,,
4902300000,5173,869,6042,,,
4902500000,3913,374,4287,,,
4902700000,5929,372,6301,,,
4902900000,5349,498,5847,,,
4903100000,918,47,965,,,
4903300000,1248,50,1298,,,
4903500000,440922,114887,555809,,,
4903700000,6329,1757,8086,,,
4903900000,11265,1057,12322,,,
4904100000,8834,1974,10808,,,
4904300000,24020,40,24060,,,
4904500000,24774,4171,28945,,,
4904700000,14150,3850,18000,,,
4904900000,249074,21616,270690,,,
4905100000,12923,1161,14084,,,
4905300000,67256,10665,77921,,,
4905500000,1536,108,1644,,,
4905700000,95457,18754,114211,,,
5000100325,970,40,1010,,,
5000108575,783,11,794,,,
5000109025,2505,215,2720,,,
5000116000,858,55,913,,,
5000126275,1988,101,2089,,,
5000128600,150,12,162,,,
5000129575,216,2,218,,,
5000131525,245,0,245,,,
5000139325,669,36,705,,,
5000140075,980,39,1019,,,
5000144350,4118,540,4658,,,
5000145550,1395,11,1406,,,
5000148700,1157,68,1225,,,
5000153725,802,0,802,,,
5000153950,434,4,438,,,
5000159650,421,37,458,,,
5000162575,4289,65,4354,,,
5000165050,998,23,1021,,,
5000170075,1292,4,1296,,,
5000174650,1517,65,1582,,,
5000176075,359,16,375,,,
5000183275,717,0,717,,,
5000183800,244,6,250,,,
5000301450,1763,18,1781,,,
5000304825,7577,1228,8805,,,
5000317725,1544,135,1679,,,
5000339025,107,4,111,,,
5000342850,3455,119,3574,,,
5000355000,290,14,304,,,
5000357025,2391,31,2422,,,
5000358600,496,42,538,,,
5000361000,461,27,488,,,
5000362875,3805,0,3805,,,
5000363175,521,12,533,,,
5000363550,3970,1046,5016,,,
5000369775,555,24,579,,,
5000371425,631,13,644,,,
5000385075,601,24,625,,,
5000385675,260,1,261,,,
5000502875,1239,46,1285,,,
5000510450,996,88,1084,,,
5000517125,1605,51,1656,,,
5000530550,639,30,669,,,
5000531825,1938,175,2113,,,
5000537900,321,19,340,,,
5000541725,2989,175,3164,,,
5000547725,424,0,424,,,
5000554400,596,61,657,,,
5000561525,838,35,873,,,
5000562200,6404,225,6629,,,
5000564075,289,6,295,,,
5000569925,126,2,128,,,
5000571575,653,46,699,,,
5000575700,633,30,663,,,
5000577125,864,50,914,,,
5000583500,490,24,514,,,
5000706550,887,41,928,,,
5000710675,28544,1819,30363,,,
5000713300,3140,49,3189,,,
5000714875,11306,196,11502,,,
5000724175,13421,2528,15949,,,
5000733475,3686,65,3751,,,
5000734600,1440,59,1499,,,
5000736700,3715,183,3898,,,
5000745250,5783,1585,7368,,,
5000759275,2951,37,2988,,,
5000762050,1295,54,1349,,,
5000764300,65,1,66,,,
5000766175,5177,350,5527,,,
5000773975,2281,125,2406,,,
5000780350,1432,99,1531,,,
5000784475,8113,108,8221,,,
5000785150,3444,1989,5433,,,
5000906325,136,1,137,,,
5000908725,862,16,878,,,
5000910075,71,0,71,,,
5000911800,580,19,599,,,
5000915250,712,63,775,,,
5000921250,177,8,185,,,
5000929125,53,3,56,,,
5000930775,172,11,183,,,
5000939700,76,0,76,,,
5000941425,952,9,961,,,
5000942475,131,9,140,,,
5000952750,122,5,127,,,
5000975175,70,0,70,,,
5001102500,837,103,940,,,
5001105425,943,15,958,,,
5001123875,1880,241,2121,,,
5001124925,3300,79,3379,,,
5001125225,1224,18,1242,,,
5001126500,858,27,885,,,
5001127100,826,48,874,,,
5001127700,3244,49,3293,,,
5001133025,1919,124,2043,,,
5001145850,798,65,863,,,
5001159125,1395,119,1514,,,
5001161675,853,60,913,,,
5001161750,11217,1585,12802,,,
5001164600,2436,51,2487,,,
5001171725,3407,347,3754,,,
5001300700,1339,144,1483,,,
5001329275,1448,113,1561,,,
5001335875,367,18,385,,,
5001350650,693,70,763,,,
5001367000,1393,41,1434,,,
5001504375,204,1,205,,,
5001511500,2858,25,2883,,,
5001523500,732,105,837,,,
5001523725,617,21,638,,,
5001535050,1980,52,2032,,,
5001537075,2020,26,2046,,,
5001546675,2969,434,3403,,,
5001570525,3296,450,3746,,,
5001577425,531,0,531,,,
5001585375,993,44,1037,,,
5001707375,1488,30,1518,,,
5001707600,893,33,926,,,
5001709325,901,0,901,,,
5001713525,895,27,922,,,
5001715700,896,79,975,,,
5001725675,666,68,734,,,
5001748175,1470,89,1559,,,
5001753425,732,36,768,,,
5001758075,2685,329,3014,,,
5001770675,850,47,897,,,
5001772400,2012,106,2118,,,
5001773075,733,53,786,,,
5001773675,940,0,940,,,
5001774950,454,30,484,,,
5001776750,697,0,697,,,
5001779975,437,23,460,,,
5001784175,2013,10,2023,,,
5001900475,615,6,621,,,
5001903550,1649,59,1708,,,
5001909850,609,72,681,,,
5001913150,635,21,656,,,
5001916150,645,38,683,,,
5001916300,788,0,788,,,
5001917350,2899,179,3078,,,
5001928075,786,7,793,,,
5001930175,536,51,587,,,
5001933775,370,13,383,,,
5001935575,691,54,745,,,
5001936325,311,15,326,,,
5001940525,505,62,567,,,
5001946450,464,18,482,,,
5001948850,3285,30,3315,,,
5001948925,1241,1,1242,,,
5001973525,925,25,950,,,
5001980200,372,7,379,,,
5001981700,267,10,277,,,
5002105200,646,55,701,,,
5002107750,2697,176,2873,,,
5002111950,2635,344,2979,,,
5002114350,972,44,1016,,,
5002114500,1722,52,1774,,,
5002116825,881,6,887,,,
5002125375,1602,57,1659,,,
5002134450,455,30,485,,,
5002135425,293,27,320,,,
5002137685,808,90,898,,,
5002144125,776,40,816,,,
5002144800,617,9,626,,,
5002147200,985,3,988,,,
5002147425,134,2,136,,,
5002154250,966,52,1018,,,
5002155450,321,37,358,,,
5002155600,2108,49,2157,,,
5002156875,2109,56,2165,,,
5002157250,998,57,1055,,,
5002161225,9902,152,10054,,,
5002161300,2672,0,2672,,,
5002165275,430,21,451,,,
5002171050,395,2,397,,,
5002172925,378,24,402,,,
5002175925,1496,0,1496,,,
5002177950,825,25,850,,,
5002180875,183,0,183,,,
5002182300,1521,57,1578,,,
5002303175,3851,1112,4963,,,
5002303250,5479,43,5522,,,
5002305650,1801,118,1919,,,
5002311125,1040,43,1083,,,
5002311350,1313,4,1317,,,
5002318550,1046,30,1076,,,
5002321925,1918,96,2014,,,
5002325825,1016,67,1083,,,
5002343600,1043,63,1106,,,
5002344500,1458,66,1524,,,
5002346000,6531,24,6555,,,
5002346225,1233,225,1458,,,
5002350275,2899,250,3149,,,
5002355825,890,2,892,,,
5002360625,489,58,547,,,
5002375325,1212,221,1433,,,
5002376525,1240,92,1332,,,
5002376975,3622,185,3807,,,
5002385525,641,33,674,,,
5002386125,693,26,719,,,
5002501900,210,0,210,,,
5002507900,7324,1152,8476,,,
5002509475,351,7,358,,,
5002517875,1053,62,1115,,,
5002518325,1607,51,1658,,,
5002528900,483,17,500,,,
5002530925,1614,0,1614,,,
5002531150,511,18,529,,,
5002536175,589,43,632,,,
5002540225,1244,44,1288,,,
5002543375,662,51,713,,,
5002548400,1252,15,1267,,,
5002557700,1521,179,1700,,,
5002560250,3222,264,3486,,,
5002570750,186,11,197,,,
5002573300,880,35,915,,,
5002574800,1619,67,1686,,,
5002576225,490,8,498,,,
5002581400,2251,48,2299,,,
5002583950,782,75,857,,,
5002584700,1407,169,1576,,,
5002584850,288,38,326,,,
5002701300,365,44,409,,,
5002702575,163,16,179,,,
5002702725,651,0,651,,,
5002705800,1231,84,1315,,,
5002708275,590,36,626,,,
5002712250,1061,2,1063,,,
5002713675,2168,102,2270,,,
5002732275,6412,2533,8945,,,
5002732425,2418,18,2436,,,
5002741275,1457,83,1540,,,
5002752900,2709,233,2942,,,
5002756050,384,105,489,,,
5002756350,719,29,748,,,
5002758375,468,31,499,,,
5002760100,770,34,804,,,
5002760850,1935,105,2040,,,
5002763775,830,4,834,,,
5002769550,792,44,836,,,
5002770375,490,9,499,,,
5002777500,2028,28,2056,,,
5002782000,483,7,490,,,
5002783050,806,4,810,,,
5002784925,2609,371,2980,,,
5002785975,2541,140,2681,,,
5100100000,21572,2002,23574,,,
5100300000,66244,5638,71882,,,
5100500000,9738,573,10311,,,
5100700000,8426,354,8780,,,
5100900000,19097,1013,20110,,,
5101100000,9926,402,10328,,,
5101300000,141059,20773,161832,,,
5101500000,42949,2422,45371,,,
5101700000,3072,176,3248,,,
5101900000,49871,3099,52970,,,
5102100000,4367,232,4599,,,
5102300000,22177,1052,23229,,,
5102500000,10264,635,10899,,,
5102700000,14669,1187,15856,,,
5102900000,9537,469,10006,,,
5103100000,33657,2133,35790,,,
5103300000,17500,1324,18824,,,
5103500000,17469,1197,18666,,,
5103600000,5078,238,5316,,,
5103700000,7697,589,8286,,,
5104100000,208408,14935,223343,,,
5104300000,9521,558,10079,,,
5104500000,3673,192,3865,,,
5104700000,27261,2516,29777,,,
5104900000,6232,560,6792,,,
5105100000,9946,916,10862,,,
5105300000,17209,942,18151,,,
5105700000,7121,384,7505,,,
5105900000,675188,35476,710664,,,
5106100000,44022,3244,47266,,,
5106300000,9930,495,10425,,,
5106500000,15896,984,16880,,,
5106700000,33223,2063,35286,,,
5106900000,48845,4060,52905,,,
5107100000,10547,680,11227,,,
5107300000,24465,1421,25886,,,
5107500000,15635,499,16134,,,
5107700000,9655,780,10435,,,
5107900000,11524,798,12322,,,
5108100000,6114,512,6626,,,
5108300000,22275,1262,23537,,,
5108500000,69834,2304,72138,,,
5108700000,193567,13527,207094,,,
5108900000,33256,2004,35260,,,
5109100000,1718,27,1745,,,
5109300000,25128,1598,26726,,,
5109500000,49457,3629,53086,,,
5109700000,4575,230,4805,,,
5109900000,14230,1057,15287,,,
5110100000,10763,421,11184,,,
5110300000,8214,414,8628,,,
5110500000,13985,1433,15418,,,
5110700000,200625,14632,215257,,,
5110900000,20727,1319,22046,,,
5111100000,7378,475,7853,,,
5111300000,8339,498,8837,,,
5111500000,6563,349,6912,,,
5111700000,19863,1869,21732,,,
5111900000,7366,409,7775,,,
5112100000,52694,6232,58926,,,
5112500000,10023,776,10799,,,
5112700000,13165,556,13721,,,
5113100000,8311,574,8885,,,
5113300000,9076,427,9503,,,
5113500000,8491,614,9105,,,
5113700000,20741,1748,22489,,,
5113900000,14207,977,15184,,,
5114100000,11264,804,12068,,,
5114300000,39879,2229,42108,,,
5114500000,18612,729,19341,,,
5114700000,12128,1647,13775,,,
5114900000,19619,1887,21506,,,
5115300000,232012,21765,253777,,,
5115500000,19862,1331,21193,,,
5115700000,5261,437,5698,,,
5115900000,4699,311,5010,,,
5116100000,62647,4320,66967,,,
5116300000,13171,678,13849,,,
5116500000,43916,2232,46148,,,
5116700000,17705,681,18386,,,
5116900000,13971,1419,15390,,,
5117100000,25246,1725,26971,,,
5117300000,17563,1683,19246,,,
5117500000,11368,939,12307,,,
5117700000,75841,6798,82639,,,
5117900000,76555,6516,83071,,,
5118100000,5184,267,5451,,,
5118300000,6580,515,7095,,,
5118500000,25348,1844,27192,,,
5118700000,22201,2092,24293,,,
5119100000,32915,2401,35316,,,
5119300000,10934,907,11841,,,
5119500000,21131,2201,23332,,,
5119700000,17281,1316,18597,,,
5119900000,40818,4173,44991,,,
5151000000,86452,11859,98311,,,
5152000000,10080,1413,11493,,,
5153000000,3445,460,3905,,,
5154000000,26383,5889,32272,,,
5155000000,135481,13853,149334,,,
5157000000,11226,787,12013,,,
5158000000,3314,383,3697,,,
5159000000,25531,2678,28209,,,
5159500000,3428,363,3791,,,
5160000000,14271,1225,15496,,,
5161000000,8527,777,9304,,,
5162000000,5213,506,5719,,,
5163000000,14721,1407,16128,,,
5164000000,3324,396,3720,,,
5165000000,80030,12549,92579,,,
5166000000,19442,5598,25040,,,
5167000000,12004,1575,13579,,,
5167800000,3424,504,3928,,,
5168000000,45195,8576,53771,,,
5168300000,19082,2570,21652,,,
5168500000,6309,571,6880,,,
5169000000,7917,923,8840,,,
5170000000,103601,11522,115123,,,
5171000000,103144,12794,115938,,,
5172000000,2181,189,2370,,,
5173000000,19399,2069,21468,,,
5173500000,8338,411,8749,,,
5174000000,55719,6454,62173,,,
5175000000,7291,596,7887,,,
5176000000,117244,12441,129685,,,
5177000000,53978,8348,62326,,,
5177500000,15436,1238,16674,,,
5179000000,14072,1294,15366,,,
5180000000,53197,4166,57363,,,
5181000000,266980,23102,290082,,,
5182000000,11256,969,12225,,,
5183000000,8867,1947,10814,,,
5184000000,13324,1719,15043,,,
5300100000,6230,673,6903,,,
5300300000,14244,1387,15631,,,
5300500000,98992,10166,109158,,,
5300700000,39836,3877,43713,,,
5300900000,46915,4912,51827,,,
5301100000,249407,31699,281106,,,
5301300000,2641,252,2893,,,
5301500000,58156,6567,64723,,,
5301700000,18952,2282,21234,,,
5301900000,4496,651,5147,,,
5302100000,30317,4316,34633,,,
5302300000,1541,182,1723,,,
5302500000,36480,5862,42342,,,
5302700000,37407,6179,43586,,,
5302900000,50272,6569,56841,,,
5303100000,22867,2607,25474,,,
5303300000,1181076,131357,1312433,,,
5303500000,154462,51100,205562,,,
5303700000,21882,3276,25158,,,
5303900000,13003,1633,14636,,,
5304100000,43772,3935,47707,,,
5304300000,6966,501,7467,,,
5304500000,35130,3522,38652,,,
5304700000,21174,2005,23179,,,
5304900000,13234,1092,14326,,,
5305100000,8137,1749,9886,,,
5305300000,441987,61864,503851,,,
5305500000,11985,860,12845,,,
5305700000,67205,8569,75774,,,
5305900000,6862,786,7648,,,
5306100000,416389,47993,464382,,,
5306300000,281536,31045,312581,,,
5306500000,28573,3893,32466,,,
5306700000,162655,19104,181759,,,
5306900000,2874,181,3055,,,
5307100000,31645,3941,35586,,,
5307300000,127280,13337,140617,,,
5307500000,19383,4182,23565,,,
5307700000,106415,9543,115958,,,
5400100000,8374,860,9234,,,
5400300000,53890,13901,67791,,,
5400500000,13409,5049,18458,,,
5400700000,7670,895,8565,,,
5400900000,17722,340,18062,,,
5401100000,43891,9320,53211,,,
5401300000,4228,1490,5718,,,
5401500000,4924,701,5625,,,
5401700000,4346,188,4534,,,
5401900000,24713,3249,27962,,,
5402100000,4491,250,4741,,,
5402300000,7102,464,7566,,,
5402500000,24326,662,24988,,,
5402700000,10964,3405,14369,,,
5402900000,22224,1588,23812,,,
5403100000,6871,1785,8656,,,
5403300000,41933,585,42518,,,
5403500000,18479,2730,21209,,,
5403700000,31809,1763,33572,,,
5403900000,133605,1482,135087,,,
5404100000,8389,1018,9407,,,
5404300000,11802,6102,17904,,,
5404500000,22081,4201,26282,,,
5404700000,16686,20,16706,,,
5404900000,37904,4195,42099,,,
5405100000,21161,953,22114,,,
5405300000,17007,220,17227,,,
5405500000,36803,1569,38372,,,
5405700000,16096,1917,18013,,,
5405900000,21499,154,21653,,,
5406100000,57526,2020,59546,,,
5406300000,9344,833,10177,,,
5406500000,11961,355,12316,,,
5406700000,13490,3276,16766,,,
5406900000,28793,529,29322,,,
5407100000,4457,630,5087,,,
5407300000,4787,45,4832,,,
5407500000,5057,236,5293,,,
5407700000,15722,1012,16734,,,
5407900000,35083,173,35256,,,
5408100000,46684,6547,53231,,,
5408300000,18002,363,18365,,,
5408500000,5179,1968,7147,,,
5408700000,8699,1115,9814,,,
5408900000,8554,885,9439,,,
5409100000,9398,1094,10492,,,
5409300000,5416,11,5427,,,
5409500000,5906,308,6214,,,
5409700000,11258,1919,13177,,,
5409900000,24425,3010,27435,,,
5410100000,4708,967,5675,,,
5410300000,11227,247,11474,,,
5410500000,4355,37,4392,,,
5410700000,51447,1774,53221,,,
5410900000,17421,51,17472,,,
5500100275,950,0,950,,,
5500100300,755,0,755,,,
5500107300,596,0,596,,,
5500116075,156,0,156,,,
5500119575,1064,0,1064,,,
5500122000,603,0,603,,,
5500127950,355,0,355,,,
5500137625,691,0,691,,,
5500143425,179,0,179,,,
5500144250,202,0,202,,,
5500153725,293,0,293,,,
5500156525,521,0,521,,,
5500156750,433,0,433,,,
5500165450,802,0,802,,,
5500165825,785,0,785,,,
5500167425,106,0,106,,,
5500169275,2171,0,2171,,,
5500176350,721,0,721,,,
5500177800,735,0,735,,,
5500188150,16,0,16,,,
5500300550,283,0,283,,,
5500303225,375,0,375,,,
5500303225,416,0,416,,,
5500303225,435,0,435,,,
5500303225,441,0,441,,,
5500303225,472,0,472,,,
5500303225,478,0,478,,,
5500303225,509,0,509,,,
5500303225,542,0,542,,,
5500303225,571,0,571,,,
5500303225,585,0,585,,,
5500303225,658,0,658,,,
5500303250,285,0,285,,,
5500311525,198,0,198,,,
5500314550,253,0,253,,,
5500329250,508,0,508,,,
5500329875,197,0,197,,,
5500337775,449,0,449,,,
5500342562,324,0,324,,,
5500349200,261,0,261,,,
5500350700,426,0,426,,,
5500354400,361,0,361,,,
5500361600,132,0,132,,,
5500371350,713,0,713,,,
5500372825,87,0,87,,,
5500386850,564,0,564,,,
5500501325,355,0,355,,,
5500501350,558,0,558,,,
5500502775,398,0,398,,,
5500504875,1716,0,1716,,,
5500504900,456,0,456,,,
5500505650,431,0,431,,,
5500512250,965,0,965,,,
5500513500,766,0,766,,,
5500514325,1275,0,1275,,,
5500514350,1227,0,1227,,,
5500515600,272,0,272,,,
5500517875,408,0,408,,,
5500518025,1302,0,1302,,,
5500518050,551,0,551,,,
5500518575,224,0,224,,,
5500518600,344,0,344,,,
5500520650,442,0,442,,,
5500520750,325,0,325,,,
5500533225,198,0,198,,,
5500541600,680,0,680,,,
5500548825,588,0,588,,,
5500548950,578,0,578,,,
5500556350,3,0,3,,,
5500556350,11,0,11,,,
5500558950,583,0,583,,,
5500565150,236,0,236,,,
5500565175,337,0,337,,,
5500565200,987,0,987,,,
5500567350,4895,0,4895,,,
5500567375,1896,0,1896,,,
5500574125,373,0,373,,,
5500576550,425,0,425,,,
5500576600,1578,0,1578,,,
5500578450,482,0,482,,,
5500581075,485,0,485,,,
5500581100,367,0,367,,,
5500582375,381,0,381,,,
5500703225,0,0,0,,,
5500704725,562,0,562,,,
5500704750,644,0,644,,,
5500705350,418,0,418,,,
5500705375,626,0,626,,,
5500705475,419,0,419,,,
5500706200,259,0,259,,,
5500711675,628,0,628,,,
5500715750,195,0,195,,,
5500719662,231,0,231,,,
5500720887,414,0,414,,,
5500722925,485,0,485,,,
5500730175,336,0,336,,,
5500736300,338,0,338,,,
5500737200,851,0,851,,,
5500739025,293,0,293,,,
5500739425,229,0,229,,,
5500744275,220,0,220,,,
5500749900,60,0,60,,,
5500749925,192,0,192,,,
5500755375,241,0,241,,,
5500760275,100,0,100,,,
5500760775,380,0,380,,,
5500762700,176,0,176,,,
5500764512,332,0,332,,,
5500770300,818,0,818,,,
5500780750,156,0,156,,,
5500783525,1468,0,1468,,,
5500783550,420,0,420,,,
5500901150,2088,0,2088,,,
5500901150,2171,0,2171,,,
5500901150,2354,0,2354,,,
5500901150,2641,0,2641,,,
5500903425,1528,0,1528,,,
5500903425,1611,0,1611,,,
5500903425,1816,0,1816,,,
5500903425,1839,0,1839,,,
5500903425,2077,0,2077,,,
5500903425,2348,0,2348,,,
5500906350,4608,0,4608,,,
5500906350,4798,0,4798,,,
5500919700,1303,0,1303,,,
5500919775,6,0,6,,,
5500919775,292,0,292,,,
5500919775,552,0,552,,,
5500919775,3014,0,3014,,,
5500919775,3714,0,3714,,,
5500919775,3869,0,3869,,,
